Product,Plant,ORDER_KEY,SOLD_TO_PARTY
product_1691483,plant_316,order_538709,customer_11671
product_1343979,plant_575,order_418173,customer_1116
product_486048,plant_601,order_512125,customer_547
product_1681393,plant_537,order_175325,customer_183500
product_191914,plant_316,order_120135,customer_19720
product_135490,,order_284042,customer_71
product_1242908,plant_316,order_519963,customer_209
product_1215462,plant_267,order_309234,customer_144
product_1825205,plant_601,order_196074,customer_238
product_983128,plant_488,order_476912,customer_14961
product_1362422,plant_345,order_390859,customer_1691
product_1607800,plant_601,order_372810,customer_78
product_502005,plant_316,order_353318,customer_16862
product_156612,plant_5,order_149096,customer_1012
product_1748415,plant_383,order_515787,customer_614
product_545194,plant_601,order_424193,customer_6666
product_1126163,plant_316,order_170841,customer_5051
product_1334985,,order_506910,customer_39
product_1109772,plant_504,order_505915,customer_878
product_561426,plant_305,order_320088,customer_7628
product_522568,plant_151,order_323606,customer_646
product_771864,plant_190,order_542488,customer_683
product_592674,plant_577,order_526036,customer_1343
product_1387062,plant_316,order_338919,customer_10120
product_1346866,plant_569,order_333632,customer_80517
product_621993,plant_316,order_56614,customer_501
product_1360860,,order_254974,customer_710
product_1632438,plant_432,order_71151,customer_43185
product_1774515,plant_601,order_370313,customer_4795
product_327422,plant_505,order_529709,customer_33176
product_1132149,plant_667,order_163915,customer_728
product_983337,,order_222923,customer_18105
product_1163231,plant_245,order_176403,customer_27169
product_1245903,plant_645,order_170425,customer_3058
product_762247,plant_383,order_173402,customer_4572
product_1220806,plant_316,order_350153,customer_20271
product_307962,plant_557,order_149378,customer_92293
product_1312381,plant_419,order_166491,customer_2065
product_792169,plant_345,order_420093,customer_112964
product_1315354,,order_458270,customer_797
product_1168743,plant_414,order_12471,customer_3980
product_105341,plant_420,order_77068,customer_21159
product_352283,,order_288646,customer_1163
product_1762400,plant_316,order_479564,customer_2774
product_1182915,plant_577,order_204150,customer_5121
product_1768028,plant_151,order_335602,customer_244
product_1852562,plant_151,order_122063,customer_244
product_985232,plant_575,order_253791,customer_450
product_1506095,plant_503,order_419548,customer_6003
product_1437503,plant_601,order_30606,customer_2779
product_1833787,plant_506,order_68373,customer_5818
product_1334232,plant_267,order_39521,customer_3029
product_1780561,plant_488,order_485946,customer_2975
product_1510963,plant_488,order_316690,customer_1284
product_363798,plant_547,order_327973,customer_5886
product_573984,plant_345,order_289706,customer_13972
product_1326602,plant_316,order_128215,customer_655
product_732143,plant_151,order_75588,customer_244
product_1184312,plant_203,order_45432,customer_4841
product_1082262,plant_267,order_249518,customer_2870
product_1895832,plant_419,order_468394,customer_2124
product_1220343,plant_139,order_436029,customer_128
product_1478242,plant_305,order_182268,customer_8615
product_1363120,plant_471,order_321501,customer_1206
product_1641994,plant_70,order_224544,customer_4343
product_481515,plant_440,order_144100,customer_2148
product_709679,plant_72,order_492176,customer_1469
product_77743,plant_316,order_428671,customer_954
product_1656580,plant_139,order_202202,customer_128
product_220259,plant_639,order_190219,customer_41099
product_1539534,plant_158,order_347325,customer_1300
product_1996419,plant_22,order_506748,customer_37
product_684034,plant_660,order_339221,customer_21907
product_1408810,plant_383,order_40346,customer_148
product_1874864,plant_667,order_38442,customer_728
product_684820,plant_312,order_541408,customer_132
product_889082,plant_146,order_204946,customer_4959
product_1644623,plant_273,order_486538,customer_793
product_1729948,plant_601,order_379323,customer_13729
product_1708832,plant_660,order_338319,customer_30427
product_1260333,plant_383,order_201496,customer_165228
product_1767394,plant_316,order_521622,customer_14898
product_84373,plant_19,order_516137,customer_1648
product_33629,plant_383,order_527634,customer_8143
product_1054086,plant_547,order_325987,customer_22033
product_1101352,plant_3,order_433039,customer_3024
product_1820624,plant_151,order_273661,customer_438
product_1875642,plant_414,order_125319,customer_3237
product_275197,plant_48,order_500264,customer_2853
product_334249,plant_316,order_40502,customer_1131
product_1010110,plant_440,order_394708,customer_891
product_553609,plant_419,order_194683,customer_63934
product_1421470,plant_488,order_137622,customer_26
product_1117830,plant_316,order_385845,customer_11225
product_678557,plant_316,order_420985,customer_13411
product_1128749,plant_22,order_15811,customer_7000
product_1220974,plant_355,order_479912,customer_170
product_633220,plant_3,order_444630,customer_1848
product_1947105,plant_383,order_278827,customer_1811
product_115819,plant_70,order_111465,customer_1113
product_21259,plant_648,order_334853,customer_6420
product_7684,plant_312,order_438841,customer_620
product_366432,plant_648,order_142045,customer_5797
product_344089,plant_383,order_391778,customer_3974
product_678734,plant_146,order_10392,customer_442
product_635929,plant_316,order_278390,customer_1714
product_1769974,plant_648,order_519385,customer_5498
product_1080152,plant_20,order_177696,customer_4516
product_370363,plant_316,order_45520,customer_725
product_433903,plant_316,order_242746,customer_65947
product_1999367,plant_316,order_288122,customer_491
product_373329,plant_267,order_184772,customer_4470
product_1196268,plant_330,order_314790,customer_254
product_682048,plant_151,order_334997,customer_2900
product_1320462,plant_316,order_493977,customer_13275
product_1521989,plant_601,order_126760,customer_1628
product_638475,plant_569,order_518493,customer_865
product_1954610,plant_675,order_413381,customer_38559
product_745146,plant_146,order_316951,customer_1061
product_1654221,plant_601,order_286907,customer_5118
product_247576,plant_316,order_467822,customer_2633
product_943582,,order_443411,customer_71
product_1834721,plant_661,order_508351,customer_693
product_1889183,plant_316,order_13616,customer_13432
product_332645,plant_383,order_295754,customer_3167
product_486522,,order_217288,customer_62898
product_2000720,plant_632,order_358522,customer_10974
product_775064,plant_316,order_73123,customer_13652
product_522576,plant_151,order_20845,customer_116
product_878588,plant_440,order_458080,customer_1019
product_754349,plant_316,order_167951,customer_1734
product_891939,plant_136,order_379561,customer_4063
product_1995010,plant_414,order_343940,customer_498
product_174952,plant_146,order_443013,customer_4720
product_479261,plant_345,order_316300,customer_6455
product_521058,plant_131,order_41597,customer_1471
product_574892,plant_601,order_44139,customer_558
product_1709670,plant_316,order_390774,customer_6379
product_911399,plant_557,order_366717,customer_19743
product_1019548,plant_267,order_311918,customer_13151
product_454028,plant_151,order_275390,customer_1271
product_1384196,plant_488,order_118393,customer_1915
product_1191220,plant_660,order_380265,customer_11680
product_848664,plant_22,order_536542,customer_37
product_1215161,plant_146,order_435918,customer_511
product_932185,plant_139,order_392983,customer_128
product_1621232,plant_648,order_509524,customer_7922
product_279094,plant_660,order_546006,customer_2223
product_678500,plant_223,order_312429,customer_1033
product_518915,plant_70,order_54667,customer_35356
product_789542,plant_70,order_508956,customer_4358
product_1973207,plant_648,order_201550,customer_274
product_1261137,plant_648,order_501267,customer_3522
product_1811198,plant_526,order_502038,customer_519
product_1377367,plant_136,order_351630,customer_394
product_595833,plant_316,order_416980,customer_1182
product_1734752,plant_569,order_46895,customer_93702
product_984717,plant_203,order_5689,customer_14262
product_1395036,plant_601,order_421563,customer_16442
product_1734752,plant_72,order_256451,customer_3039
product_112454,,order_84944,customer_976
product_1565251,plant_383,order_40922,customer_3974
product_1567299,,order_350198,customer_58
product_542687,,order_49432,customer_4119
product_158078,plant_423,order_408505,customer_1009
product_504772,plant_383,order_261917,customer_27815
product_586918,plant_645,order_541450,customer_2561
product_1454839,,order_412442,customer_147
product_1994907,plant_22,order_386665,customer_416
product_1204498,plant_146,order_401787,customer_638
product_115965,,order_5986,customer_71
product_1536287,plant_316,order_395320,customer_2454
product_164857,plant_135,order_70033,customer_1245
product_1664217,plant_135,order_26165,customer_3007
product_890189,plant_151,order_361960,customer_244
product_649284,plant_547,order_527841,customer_4101
product_126830,,order_375570,customer_22351
product_480996,plant_22,order_231254,customer_1070
product_1265201,plant_203,order_479834,customer_9472
product_501275,,order_98414,customer_1150
product_1963739,plant_218,order_415286,customer_937
product_321472,plant_601,order_79504,customer_889
product_446918,plant_632,order_332182,customer_1992
product_1139547,plant_344,order_27979,customer_1479
product_1150054,plant_316,order_196908,customer_7301
product_319824,plant_70,order_196356,customer_229
product_9898,plant_488,order_242546,customer_8685
product_1641688,plant_316,order_505419,customer_148455
product_1059116,plant_316,order_124507,customer_2258
product_107056,plant_316,order_364808,customer_1234
product_1858952,plant_168,order_95452,customer_75125
product_1274885,plant_575,order_376671,customer_877
product_1223641,plant_648,order_250481,customer_398
product_1081336,plant_316,order_209604,customer_6354
product_1813767,plant_245,order_10945,customer_58341
product_899105,plant_423,order_89544,customer_9
product_1068590,plant_601,order_121861,customer_181
product_1571796,,order_227752,customer_16690
product_1916359,plant_601,order_243421,customer_211
product_702724,plant_354,order_209173,customer_86
product_824873,plant_22,order_118860,customer_715
product_1554463,plant_158,order_391044,customer_1204
product_177540,plant_22,order_130718,customer_37
product_225290,plant_48,order_505399,customer_6585
product_1559287,,order_381889,customer_1106
product_1658223,plant_632,order_133895,customer_1824
product_1473989,plant_19,order_448661,customer_230
product_443315,,order_85512,customer_2164
product_645070,plant_660,order_509920,customer_21326
product_740177,plant_432,order_121418,customer_648
product_1982633,,order_286840,customer_4119
product_1547438,plant_136,order_517445,customer_62141
product_84372,,order_664,customer_2527
product_1220791,plant_547,order_220809,customer_915
product_1596031,plant_151,order_253989,customer_382
product_1264109,plant_151,order_32914,customer_1051
product_244291,plant_504,order_314827,customer_18017
product_1293832,plant_19,order_17943,customer_3650
product_860085,plant_601,order_500963,customer_8820
product_1567649,,order_358389,customer_8310
product_766284,plant_675,order_59778,customer_15874
product_1926911,plant_601,order_540376,customer_2459
product_383865,plant_316,order_341987,customer_1117
product_707585,plant_316,order_344497,customer_5052
product_614849,plant_575,order_494991,customer_43111
product_914487,plant_187,order_171820,customer_3
product_1060114,plant_70,order_61638,customer_404
product_138691,plant_601,order_508838,customer_27392
product_286543,plant_146,order_75153,customer_2935
product_1903307,plant_488,order_494782,customer_13373
product_789691,,order_485111,customer_3219
product_24145,plant_316,order_58455,customer_1555
product_848664,plant_22,order_165876,customer_37
product_259357,plant_414,order_448792,customer_76
product_1674691,plant_504,order_110439,customer_380
product_34222,plant_469,order_142404,customer_46719
product_1896736,plant_136,order_70391,customer_4063
product_145539,plant_648,order_97764,customer_14472
product_1722534,plant_383,order_526426,customer_328
product_455174,plant_190,order_485437,customer_7264
product_24877,plant_316,order_183557,customer_7776
product_997298,plant_488,order_152229,customer_23409
product_975497,plant_273,order_399852,customer_793
product_1924022,plant_142,order_347650,customer_75
product_1053111,,order_326497,customer_7165
product_620971,plant_557,order_111778,customer_79195
product_856683,plant_423,order_256739,customer_49
product_213509,plant_151,order_231090,customer_93
product_1313409,plant_223,order_511871,customer_1056
product_1735936,plant_151,order_311397,customer_2169
product_795339,plant_569,order_238362,customer_19506
product_1734752,plant_72,order_326781,customer_31731
product_1862397,,order_549236,customer_2167
product_919374,,order_80740,customer_499
product_1225396,plant_557,order_510109,customer_1678
product_1759883,plant_151,order_126352,customer_55850
product_1279643,plant_432,order_299548,customer_980
product_1383128,,order_229226,customer_34793
product_480815,plant_151,order_417214,customer_438
product_1758454,plant_601,order_15159,customer_5083
product_1381979,plant_366,order_508275,customer_254
product_1996499,plant_383,order_201745,customer_6539
product_181693,plant_146,order_293791,customer_5026
product_727582,plant_383,order_14533,customer_8349
product_1466489,plant_575,order_247474,customer_1474
product_82542,plant_633,order_224289,customer_30251
product_1035231,plant_267,order_35947,customer_117
product_1415432,plant_517,order_44237,customer_48210
product_1122295,plant_267,order_85391,customer_321
product_1330701,plant_72,order_269355,customer_127455
product_2004561,plant_146,order_115352,customer_2935
product_287066,plant_601,order_52506,customer_470
product_1019803,plant_223,order_229187,customer_183629
product_1697715,plant_547,order_525619,customer_24257
product_1819681,plant_316,order_100889,customer_1071
product_206911,plant_661,order_167066,customer_1170
product_794365,plant_316,order_151728,customer_10082
product_1544471,plant_601,order_376356,customer_3735
product_1643388,,order_291109,customer_71
product_318551,plant_316,order_210727,customer_39279
product_1479592,plant_316,order_209534,customer_7355
product_551166,plant_135,order_477722,customer_998
product_227703,plant_383,order_3695,customer_22090
product_913218,plant_203,order_229946,customer_23759
product_1385062,,order_15547,customer_1367
product_1918260,plant_582,order_357946,customer_28741
product_564235,plant_312,order_438041,customer_355
product_858426,plant_136,order_35033,customer_1908
product_935032,plant_576,order_246933,customer_31991
product_1375341,plant_345,order_350603,customer_6014
product_1688572,plant_557,order_465430,customer_79
product_853190,plant_537,order_177103,customer_6870
product_127633,plant_151,order_241161,customer_438
product_1824961,plant_419,order_218183,customer_30088
product_1507115,,order_7685,customer_71
product_1365384,,order_189571,customer_71
product_7846,plant_316,order_63077,customer_1690
product_1465372,,order_527372,customer_642
product_884511,plant_3,order_119822,customer_17
product_1042681,plant_494,order_267563,customer_4322
product_1745974,plant_216,order_493736,customer_42892
product_382943,plant_223,order_474613,customer_2347
product_901787,,order_252398,customer_71
product_890569,plant_383,order_525008,customer_4876
product_700133,plant_267,order_462783,customer_144
product_1074176,plant_316,order_9529,customer_139
product_1127990,plant_423,order_355301,customer_1009
product_1876066,plant_601,order_149922,customer_7841
product_1333715,plant_225,order_125377,customer_562
product_170804,plant_245,order_187091,customer_2762
product_1755189,plant_146,order_394252,customer_2918
product_1765275,plant_245,order_87079,customer_20
product_798063,,order_379130,customer_2955
product_109885,plant_504,order_198134,customer_44246
product_486048,plant_601,order_315186,customer_41621
product_1280142,plant_70,order_426652,customer_5413
product_1258458,plant_537,order_462924,customer_1110
product_815317,plant_316,order_456541,customer_176504
product_804501,plant_316,order_288179,customer_2053
product_1834721,plant_661,order_318438,customer_693
product_918966,plant_151,order_174942,customer_106
product_1434512,plant_383,order_211690,customer_9658
product_1330701,plant_72,order_287214,customer_21383
product_403796,plant_142,order_259779,customer_1730
product_445796,plant_136,order_350847,customer_12
product_433671,plant_488,order_258687,customer_271
product_913761,plant_168,order_238,customer_8996
product_1482033,plant_245,order_55128,customer_17495
product_1043126,plant_488,order_182582,customer_3863
product_1845807,plant_316,order_367835,customer_89367
product_1540617,plant_316,order_336831,customer_5198
product_292103,plant_151,order_465704,customer_335
product_1711813,plant_316,order_316171,customer_29460
product_541244,plant_354,order_185201,customer_2012
product_21339,plant_316,order_70358,customer_1643
product_1849248,plant_506,order_371135,customer_79464
product_840399,plant_267,order_186703,customer_718
product_217948,plant_3,order_542709,customer_2374
product_599958,plant_316,order_83874,customer_139
product_999238,plant_419,order_307067,customer_166
product_1151813,plant_316,order_8785,customer_2633
product_1304322,plant_547,order_342175,customer_250
product_1327973,plant_373,order_437530,customer_404
product_549904,plant_601,order_429612,customer_5308
product_1278751,plant_190,order_365107,customer_372
product_351147,plant_355,order_122247,customer_3176
product_1023297,plant_5,order_337405,customer_1367
product_2010690,plant_209,order_446318,customer_5276
product_1161122,plant_316,order_308965,customer_18966
product_1857678,plant_316,order_139363,customer_2855
product_928697,plant_151,order_70843,customer_93
product_562597,plant_661,order_514673,customer_1170
product_971539,plant_316,order_355991,customer_184800
product_1892467,plant_366,order_501967,customer_21933
product_1146693,plant_316,order_397079,customer_166481
product_1087337,plant_601,order_206147,customer_508
product_511933,plant_601,order_360739,customer_3013
product_460551,plant_419,order_95111,customer_2124
product_1204743,plant_432,order_292269,customer_632
product_1231959,plant_488,order_145916,customer_12601
product_1871232,plant_488,order_533762,customer_14244
product_1385334,plant_601,order_136410,customer_5308
product_1568157,plant_692,order_506873,customer_2137
product_1347865,plant_601,order_426099,customer_470
product_656266,plant_423,order_77928,customer_2118
product_1634054,plant_5,order_497103,customer_1248
product_773337,plant_151,order_152867,customer_106
product_433198,plant_488,order_329939,customer_26
product_717099,plant_36,order_1043,customer_4555
product_2016688,plant_601,order_449398,customer_14756
product_2000117,plant_316,order_461238,customer_33095
product_1327717,plant_569,order_58055,customer_206474
product_983128,plant_488,order_28190,customer_47360
product_1930961,plant_267,order_355511,customer_4204
product_590907,plant_383,order_119106,customer_6350
product_2015636,,order_332973,customer_71
product_163090,plant_151,order_167996,customer_98
product_1959041,plant_273,order_122965,customer_1034
product_1882397,plant_267,order_435614,customer_563
product_1188717,plant_601,order_391238,customer_78
product_193105,plant_273,order_196253,customer_1837
product_659306,plant_245,order_92519,customer_627
product_1830808,plant_190,order_57253,customer_683
product_236436,plant_312,order_74724,customer_272
product_834271,plant_281,order_254722,customer_1141
product_1267714,plant_601,order_309777,customer_2894
product_1258458,plant_607,order_233851,customer_186
product_993710,plant_601,order_443453,customer_5083
product_1810337,plant_146,order_319876,customer_8546
product_1825390,plant_187,order_214318,customer_5286
product_1621316,plant_151,order_477245,customer_244
product_1668657,plant_419,order_383571,customer_716
product_166444,plant_557,order_388121,customer_745
product_1761447,,order_482699,customer_1434
product_1315218,plant_209,order_205894,customer_1315
product_688604,plant_146,order_90054,customer_297
product_1812720,plant_433,order_548008,customer_12853
product_1749310,plant_440,order_261511,customer_356
product_120197,plant_273,order_303043,customer_400
product_765312,plant_19,order_457767,customer_2401
product_348562,plant_72,order_526659,customer_34875
product_1593097,plant_223,order_9893,customer_5761
product_1988305,plant_440,order_276578,customer_1019
product_1734752,plant_72,order_374778,customer_304
product_307052,plant_383,order_242463,customer_7924
product_1456131,plant_316,order_478058,customer_1184
product_959228,plant_22,order_62126,customer_37
product_991938,plant_354,order_533690,customer_594
product_223648,plant_187,order_485520,customer_117186
product_49624,plant_158,order_400698,customer_1204
product_1121462,plant_316,order_126697,customer_648
product_60965,plant_470,order_424595,customer_1377
product_438672,plant_601,order_412365,customer_3100
product_1155206,plant_316,order_50501,customer_10120
product_87259,plant_201,order_538602,customer_1124
product_1963547,plant_440,order_276305,customer_2014
product_1134166,plant_419,order_58610,customer_27763
product_191465,plant_419,order_193944,customer_166
product_1365674,plant_575,order_322156,customer_4552
product_521732,plant_601,order_265137,customer_3100
product_1328123,plant_601,order_33799,customer_2149
product_637063,plant_48,order_547981,customer_3593
product_462257,plant_223,order_281369,customer_1899
product_1234733,plant_312,order_101925,customer_831
product_1256338,plant_3,order_87542,customer_2374
product_1988285,plant_151,order_550269,customer_1814
product_1040520,,order_296822,customer_1434
product_586009,plant_70,order_274155,customer_9000
product_720067,plant_423,order_192511,customer_131
product_1303322,plant_316,order_360037,customer_21751
product_1289870,plant_601,order_271374,customer_78
product_1792785,plant_345,order_520765,customer_17381
product_78850,plant_316,order_469077,customer_1086
product_390067,plant_316,order_545794,customer_21751
product_924631,plant_632,order_487337,customer_11085
product_1716277,plant_423,order_211285,customer_9
product_1450934,,order_72938,customer_1827
product_1104590,plant_19,order_192366,customer_230
product_1074032,plant_316,order_550093,customer_1182
product_1889183,plant_316,order_497332,customer_1182
product_1431054,plant_218,order_374,customer_937
product_1124254,plant_316,order_398515,customer_31971
product_1625283,plant_356,order_531763,customer_9116
product_1696196,plant_151,order_264055,customer_1271
product_1956583,plant_316,order_525653,customer_192717
product_283842,plant_601,order_458809,customer_1782
product_1171082,plant_345,order_228799,customer_7177
product_465776,plant_316,order_409562,customer_194728
product_31345,plant_433,order_382589,customer_1366
product_1997302,plant_267,order_71770,customer_718
product_1859781,plant_601,order_264454,customer_1450
product_1560359,,order_362902,customer_147
product_1084437,,order_483605,customer_3855
product_54291,plant_460,order_205608,customer_5235
product_1962756,plant_576,order_402070,customer_118584
product_620176,plant_432,order_520670,customer_386
product_1798732,plant_383,order_527331,customer_4871
product_69630,plant_316,order_8513,customer_142726
product_1455050,plant_648,order_102062,customer_323141
product_1970225,plant_576,order_546111,customer_12976
product_247576,plant_506,order_395311,customer_2393
product_1766565,plant_316,order_423704,customer_1562
product_1246746,plant_273,order_398114,customer_27079
product_1007846,plant_601,order_217486,customer_78
product_1179336,plant_601,order_50695,customer_77
product_1581484,plant_345,order_443374,customer_9738
product_221184,plant_45,order_256387,customer_627
product_1332181,,order_189099,customer_10003
product_1413606,plant_151,order_340065,customer_438
product_27537,plant_22,order_388483,customer_12262
product_1350923,plant_48,order_410036,customer_3593
product_1370552,plant_601,order_343773,customer_650
product_602155,plant_601,order_55017,customer_703
product_774423,,order_28939,customer_55199
product_1734752,plant_345,order_214822,customer_2974
product_697118,plant_316,order_166761,customer_6085
product_597582,plant_601,order_479339,customer_19677
product_667803,plant_316,order_535800,customer_3273
product_891604,plant_423,order_319411,customer_1110
product_516177,plant_504,order_50192,customer_1910
product_1733543,plant_316,order_159514,customer_45401
product_1073956,plant_576,order_256571,customer_2681
product_972998,plant_19,order_325692,customer_3650
product_1265612,plant_432,order_477471,customer_760
product_1669827,,order_211348,customer_687
product_1543741,plant_136,order_174746,customer_2583
product_2010690,plant_209,order_49254,customer_3735
product_881698,plant_345,order_403751,customer_6716
product_241417,plant_575,order_315290,customer_6392
product_1975592,plant_660,order_488019,customer_256
product_1874483,plant_337,order_341770,customer_4456
product_306089,plant_330,order_280081,customer_8883
product_397881,plant_316,order_396461,customer_1341
product_1427449,plant_469,order_105729,customer_1380
product_1087209,plant_316,order_139243,customer_16061
product_1346480,plant_316,order_28080,customer_38346
product_953000,plant_632,order_356338,customer_407
product_733789,plant_146,order_161644,customer_2023
product_2015935,plant_225,order_110902,customer_7311
product_476494,plant_601,order_360973,customer_1450
product_959228,plant_22,order_70059,customer_37
product_600114,plant_316,order_110723,customer_2609
product_630176,plant_503,order_464487,customer_1783
product_1757199,plant_203,order_181744,customer_1036
product_1237553,plant_22,order_408585,customer_27646
product_750138,plant_557,order_304653,customer_79
product_247576,plant_471,order_408787,customer_1120
product_1731056,plant_151,order_388610,customer_3125
product_411427,plant_225,order_348331,customer_38
product_163669,plant_245,order_136761,customer_48
product_186221,plant_48,order_55967,customer_5
product_607828,plant_136,order_542916,customer_72948
product_166444,plant_273,order_218862,customer_1837
product_1346866,plant_569,order_305321,customer_131223
product_1519086,plant_22,order_5745,customer_37
product_483705,plant_136,order_14133,customer_120
product_1825995,plant_135,order_258505,customer_4125
product_699305,plant_316,order_360956,customer_4699
product_16994,plant_345,order_318033,customer_13305
product_186549,plant_72,order_257392,customer_5188
product_1557698,,order_193720,customer_71
product_1614491,plant_316,order_225068,customer_163821
product_81934,plant_131,order_182841,customer_249
product_391184,plant_205,order_184709,customer_187
product_1372342,plant_146,order_404305,customer_8865
product_785146,plant_601,order_329898,customer_7841
product_1044573,plant_316,order_411515,customer_3179
product_1111344,plant_267,order_281419,customer_226
product_1427375,plant_601,order_84299,customer_315
product_1901621,plant_488,order_408995,customer_1023
product_1460992,plant_344,order_19572,customer_1479
product_1952666,plant_471,order_115166,customer_14316
product_485409,plant_660,order_44196,customer_18203
product_1523834,plant_601,order_267874,customer_640
product_1172920,plant_201,order_210810,customer_1124
product_752214,plant_355,order_201458,customer_503
product_549396,plant_547,order_97340,customer_506724
product_335283,plant_72,order_295667,customer_17234
product_1176131,plant_419,order_151850,customer_2065
product_1189852,plant_203,order_349880,customer_2216
product_858572,plant_136,order_292691,customer_202
product_1283675,plant_146,order_390999,customer_2935
product_445004,,order_469701,customer_1360
product_462257,plant_469,order_531575,customer_10574
product_1157798,plant_136,order_485175,customer_8973
product_1424866,plant_660,order_248412,customer_896
product_1692520,plant_660,order_156142,customer_1232
product_440423,plant_151,order_335627,customer_1271
product_163403,plant_146,order_516164,customer_442
product_986930,plant_316,order_487009,customer_376
product_266688,plant_106,order_161284,customer_3169
product_443303,plant_601,order_376877,customer_78
product_1428755,plant_146,order_197755,customer_216
product_1795846,plant_316,order_393013,customer_3092
product_1520882,plant_22,order_2496,customer_2884
product_92117,plant_64,order_430604,customer_145796
product_611498,plant_135,order_482052,customer_1245
product_1806645,plant_136,order_271403,customer_182
product_889082,plant_295,order_355957,customer_2
product_1984154,plant_644,order_76961,customer_2482
product_1514540,plant_245,order_304630,customer_2191
product_566999,plant_635,order_511547,customer_7263
product_1366638,,order_159225,customer_574
product_1438514,plant_601,order_155304,customer_30165
product_1390430,plant_537,order_149274,customer_3338
product_1132149,plant_667,order_207197,customer_728
product_1448206,plant_316,order_401342,customer_6249
product_1931506,plant_440,order_552213,customer_143
product_141497,plant_151,order_429519,customer_106
